University,Department,Level,Course Code,Course Name
"Lagos State University","Physics","200","GST222","Peace & Conflict Resolution"
"Lagos State University","Physics","200","GST223","Intro to Entrepreneurship"
"Lagos State University","Physics","200","GST224","Leadership Skills"
"Lagos State University","Physics","200","GST225","Yoruba Grammar & Communication"
"Lagos State University","Physics","200","GST226","Land Use & General Agriculture"
"Lagos State University","Physics","200","PHY202","Electricity & Magnetism II"
"Lagos State University","Physics","200","PHY204","Waves & Optics II"
"Lagos State University","Physics","200","PHY206","Modern Physics I"
"Lagos State University","Physics","200","PHY208","Electronics I"
"Lagos State University","Physics","300","GST311","Entrepreneurship"
"Lagos State University","Physics","300","PHY301","Quantum Mechanics I"
"Lagos State University","Physics","300","PHY303","Statistical Mechanics"
"Lagos State University","Physics","300","PHY305","Solid State Physics"
"Lagos State University","Physics","300","PHY307","Electronics II"
"Lagos State University","Physics","300","PHY309","Nuclear Physics"
"Lagos State University","Physics","300","PHY311","Experimental Physics I"
"Lagos State University","Physics","300","ENT321","Entrepreneurship & Business Management"
"Lagos State University","Physics","300","PHY302","Quantum Mechanics II"
"Lagos State University","Physics","300","PHY304","Electromagnetic Theory"
"Lagos State University","Physics","300","PHY306","Atomic & Molecular Physics"
"Lagos State University","Physics","300","PHY308","Optics & Lasers"
"Lagos State University","Physics","300","PHY399","SIWES / Industrial Training (12 weeks)"
"Lagos State University","Physics","400","PHY401","Advanced Quantum Mechanics"
"Lagos State University","Physics","400","PHY403","Advanced Solid State Physics"
"Lagos State University","Physics","400","PHY405","Plasma Physics"
"Lagos State University","Physics","400","PHY407","Computational Physics"
"Lagos State University","Physics","400","PHY409","Seminar"
"Lagos State University","Physics","400","ENT421","Investment Marketing & Management"
"Lagos State University","Physics","400","PHY402","General Relativity"
"Lagos State University","Physics","400","PHY404","Research Project"
"Lagos State University","Physics","400","PHY406","Renewable Energy Physics"
"Lagos State University","Physics","400","PHY408","Advanced Electronics"
"Lagos State University","Science Laboratory Technology","100","GST111","Communication in English I"
"Lagos State University","Science Laboratory Technology","100","GST112","Logic, Philosophy & Human Existence"
"Lagos State University","Science Laboratory Technology","100","GST113","Nigerian Peoples & Culture"
"Lagos State University","Science Laboratory Technology","100","GST114","Valuing the Teaching Profession I"
"Lagos State University","Science Laboratory Technology","100","GST115","Lagos & Its Environs"
"Lagos State University","Science Laboratory Technology","100","GST116","Intro to Yoruba Language & Culture"
"Lagos State University","Science Laboratory Technology","100","SLT101","Intro to Science Laboratory Technology"
"Lagos State University","Science Laboratory Technology","100","BIO101","General Biology I"
"Lagos State University","Science Laboratory Technology","100","CHM101","General Chemistry I"
"Lagos State University","Science Laboratory Technology","100","PHY101","General Physics I"
"Lagos State University","Science Laboratory Technology","100","MTH101","Elementary Mathematics I"
"Lagos State University","Science Laboratory Technology","100","GST121","Use of Library Skills & ICT"
"Lagos State University","Science Laboratory Technology","100","GST122","Communication in English II"
"Lagos State University","Science Laboratory Technology","100","GST125","Contemporary Health Issues"
"Lagos State University","Science Laboratory Technology","100","GST126","Communication in Arabic"
"Lagos State University","Science Laboratory Technology","100","SLT102","Laboratory Safety & Management"
"Lagos State University","Science Laboratory Technology","100","BIO102","General Biology II"
"Lagos State University","Science Laboratory Technology","100","CHM102","General Chemistry II"
"Lagos State University","Science Laboratory Technology","100","PHY102","General Physics II"
"Lagos State University","Science Laboratory Technology","100","MTH102","Elementary Mathematics II"
"Lagos State University","Science Laboratory Technology","100","PHY108","General Practical Physics II"
"Lagos State University","Science Laboratory Technology","200","GST211","Environment & Sustainable Development"
"Lagos State University","Science Laboratory Technology","200","GST212","Application of Computer"
"Lagos State University","Science Laboratory Technology","200","GST214","Valuing the Teaching Profession II"
"Lagos State University","Science Laboratory Technology","200","SLT201","Laboratory Techniques I"
"Lagos State University","Science Laboratory Technology","200","SLT203","Basic Instrumentation"
"Lagos State University","Science Laboratory Technology","200","SLT205","Chemical Laboratory Technology"
"Lagos State University","Science Laboratory Technology","200","SLT207","Biological Laboratory Technology"
"Lagos State University","Science Laboratory Technology","200","STA211","Statistics for Biological Sciences"
"Lagos State University","Science Laboratory Technology","200","GST222","Peace & Conflict Resolution"
"Lagos State University","Science Laboratory Technology","200","GST223","Intro to Entrepreneurship"
"Lagos State University","Science Laboratory Technology","200","GST224","Leadership Skills"
"Lagos State University","Science Laboratory Technology","200","GST225","Yoruba Grammar & Communication"
"Lagos State University","Science Laboratory Technology","200","GST226","Land Use & General Agriculture"
"Lagos State University","Science Laboratory Technology","200","SLT202","Laboratory Techniques II"
"Lagos State University","Science Laboratory Technology","200","SLT204","Physics Laboratory Technology"
"Lagos State University","Science Laboratory Technology","200","SLT206","Quality Control & Assurance"
"Lagos State University","Science Laboratory Technology","200","SLT208","Laboratory Management & Ethics"
"Lagos State University","Science Laboratory Technology","300","GST311","Entrepreneurship"
"Lagos State University","Science Laboratory Technology","300","SLT301","Advanced Laboratory Techniques"
"Lagos State University","Science Laboratory Technology","300","SLT303","Instrument Maintenance & Calibration"
"Lagos State University","Science Laboratory Technology","300","SLT305","Industrial & Environmental Analysis"
"Lagos State University","Science Laboratory Technology","300","SLT307","Research Methods in SLT"
"Lagos State University","Science Laboratory Technology","300","SLT309","Applied Microbiology for Technologists"
"Lagos State University","Science Laboratory Technology","300","ENT321","Entrepreneurship & Business Management"
"Lagos State University","Science Laboratory Technology","300","SLT302","Laboratory Automation & ICT"
"Lagos State University","Science Laboratory Technology","300","SLT304","Analytical Instrumentation"
"Lagos State University","Science Laboratory Technology","300","SLT306","Industrial Safety & Environmental Protection"
"Lagos State University","Science Laboratory Technology","300","SLT399","SIWES / Industrial Training (12 weeks)"
"Lagos State University","Science Laboratory Technology","400","SLT401","Advanced Analytical Techniques"
"Lagos State University","Science Laboratory Technology","400","SLT403","Laboratory Quality Systems (ISO & GLP)"
"Lagos State University","Science Laboratory Technology","400","SLT405","Environmental & Industrial Laboratory Practice"
"Lagos State University","Science Laboratory Technology","400","SLT407","Seminar"
"Lagos State University","Science Laboratory Technology","400","ENT421","Investment Marketing & Management"
"Lagos State University","Science Laboratory Technology","400","SLT402","Laboratory Design & Management"
"Lagos State University","Science Laboratory Technology","400","SLT404","Research Project"
"Lagos State University","Science Laboratory Technology","400","SLT406","Forensic & Diagnostic Laboratory Techniques"
"Lagos State University","Biology","100","BIO101","General Biology I"
"Lagos State University","Biology","100","BIO107","Experimental Biology I"
"Lagos State University","Biology","100","CHM101","General Chemistry I"
"Lagos State University","Biology","100","CHM107","Experimental Chemistry I"
"Lagos State University","Biology","100","PHY101","General Physics I"
"Lagos State University","Biology","100","PHY107","Experimental Physics I"
"Lagos State University","Biology","100","MTH101","General Mathematics I"
"Lagos State University","Biology","100","GST111","Communication in English I"
"Lagos State University","Biology","100","GST122","Communication in English II"
"Lagos State University","Biology","200","BIO201","Cell Biology"
"Lagos State University","Biology","200","BIO203","Introductory Genetics"
"Lagos State University","Biology","200","BIO202","Biological Techniques"
"Lagos State University","Biology","200","MCB201","General Microbiology I"
"Lagos State University","Biology","200","CHM201","Organic Chemistry I"
"Lagos State University","Biology","200","CHM202","Physical Chemistry"
"Lagos State University","Biology","200","ENT211","Entrepreneurship"
"Lagos State University","Biology","300","BIO301","Molecular Biology"
"Lagos State University","Biology","300","BIO303","Physiology"
"Lagos State University","Biology","300","BIO305","Ecology"
"Lagos State University","Biology","300","BCH301","Enzymology"
"Lagos State University","Biology","300","MCB301","Medical Microbiology"
"Lagos State University","Biology","300","BIO399","SIWES"
"Lagos State University","Biology","400","BIO401","Immunology"
"Lagos State University","Biology","400","BIO403","Biotechnology"
"Lagos State University","Biology","400","BIO405","Evolution"
"Lagos State University","Biology","400","BIO407","Seminar"
"Lagos State University","Biology","400","BIO499","Research Project"
"Lagos State University","Computer Science","100","CSC101","Introduction to Computer Science"
"Lagos State University","Computer Science","100","CSC102","Introduction to Computing"
"Lagos State University","Computer Science","100","MAT101","Elementary Mathematics I"
"Lagos State University","Computer Science","100","MAT161","Introductory Statistics"
"Lagos State University","Computer Science","100","PHY101","General Physics I"
"Lagos State University","Computer Science","100","GST101","Use of English I"
"Lagos State University","Computer Science","200","CSC201","Computer Organization"
"Lagos State University","Computer Science","200","CSC205","Operating Systems"
"Lagos State University","Computer Science","200","CSC213","Data Structures & Algorithm Analysis"
"Lagos State University","Computer Science","200","CSC215","Discrete Mathematics"
"Lagos State University","Computer Science","200","CSC221","Data Structures"
"Lagos State University","Computer Science","200","ENT211","Entrepreneurship"
"Lagos State University","Computer Science","200","MAT201","Mathematical Methods I"
"Lagos State University","Computer Science","300","CSC301","Software Engineering"
"Lagos State University","Computer Science","300","CSC311","Database Management Systems"
"Lagos State University","Computer Science","300","CSC319","Compiler Construction"
"Lagos State University","Computer Science","300","CSC321","Computer Networks"
"Lagos State University","Computer Science","300","CSC331","Artificial Intelligence"
"Lagos State University","Computer Science","300","CSC341","Human Computer Interaction"
"Lagos State University","Computer Science","400","CSC401","Advanced Algorithms"
"Lagos State University","Computer Science","400","CSC411","Distributed Systems"
"Lagos State University","Computer Science","400","CSC421","Machine Learning"
"Lagos State University","Computer Science","400","CSC431","Cybersecurity"
"Lagos State University","Computer Science","400","CSC499","Final Year Project"
"Lagos State University","Accounting","100","ACC101","Introduction to Accounting"
"Lagos State University","Accounting","100","ACC102","Principles of Accounting"
"Lagos State University","Accounting","100","ECO101","Principles of Economics I"
"Lagos State University","Accounting","100","BUS101","Introduction to Business"
"Lagos State University","Accounting","100","MAT101","Elementary Mathematics I"
"Lagos State University","Accounting","100","GST101","Use of English I"
"Lagos State University","Accounting","200","ACC201","Financial Accounting I"
"Lagos State University","Accounting","200","ACC203","Cost Accounting I"
"Lagos State University","Accounting","200","ACC205","Business Law"
"Lagos State University","Accounting","200","ACC207","Management Principles"
"Lagos State University","Accounting","200","ECO201","Microeconomics I"
"Lagos State University","Accounting","200","ENT211","Entrepreneurship"
"Lagos State University","Accounting","300","ACC301","Financial Accounting II"
"Lagos State University","Accounting","300","ACC303","Auditing I"
"Lagos State University","Accounting","300","ACC305","Taxation I"
"Lagos State University","Accounting","300","ACC307","Management Accounting"
"Lagos State University","Accounting","400","ACC401","Advanced Financial Accounting"
"Lagos State University","Accounting","400","ACC403","Auditing II"
"Lagos State University","Accounting","400","ACC499","Research Project"
"Lagos State University","Agriculture","100","AGR101","Introduction to Agriculture"
"Lagos State University","Agriculture","100","BIO101","General Biology I"
"Lagos State University","Agriculture","100","CHM101","General Chemistry I"
"Lagos State University","Agriculture","100","MAT101","Elementary Mathematics I"
"Lagos State University","Agriculture","100","GST101","Use of English I"
"Lagos State University","Agriculture","200","AGR201","Crop Production"
"Lagos State University","Agriculture","200","AGR203","Animal Husbandry"
"Lagos State University","Agriculture","200","AGR205","Soil Science"
"Lagos State University","Agriculture","200","ENT211","Entrepreneurship"
"Lagos State University","Agriculture","300","AGR301","Agricultural Economics"
"Lagos State University","Agriculture","300","AGR303","Farm Management"
"Lagos State University","Agriculture","300","AGR399","SIWES"
"Lagos State University","Agriculture","400","AGR401","Agricultural Extension"
"Lagos State University","Agriculture","400","AGR403","Agricultural Policy"
"Lagos State University","Agriculture","400","AGR499","Research Project"
"Lagos State University","Business Administration","100","BUS101","Introduction to Business"
"Lagos State University","Business Administration","100","ECO101","Principles of Economics I"
"Lagos State University","Business Administration","100","ACC101","Introduction to Accounting"
"Lagos State University","Business Administration","100","MAT101","Elementary Mathematics I"
"Lagos State University","Business Administration","100","GST101","Use of English I"
"Lagos State University","Business Administration","200","BUS201","Principles of Management"
"Lagos State University","Business Administration","200","BUS203","Business Communication"
"Lagos State University","Business Administration","200","ECO201","Microeconomics I"
"Lagos State University","Business Administration","200","ACC201","Financial Accounting I"
"Lagos State University","Business Administration","200","ENT211","Entrepreneurship"
"Lagos State University","Business Administration","300","BUS301","Human Resource Management"
"Lagos State University","Business Administration","300","BUS303","Marketing Management"
"Lagos State University","Business Administration","300","BUS305","Business Finance"
"Lagos State University","Business Administration","400","BUS401","Strategic Management"
"Lagos State University","Business Administration","400","BUS403","International Business"
"Lagos State University","Business Administration","400","BUS499","Research Project"
"Lagos State University","Information Technology","100","CSC101","Introduction to Computer Science"
"Lagos State University","Information Technology","100","CSC102","Introduction to Computing"
"Lagos State University","Information Technology","100","MAT101","Elementary Mathematics I"
"Lagos State University","Information Technology","100","GST101","Use of English I"
"Lagos State University","Information Technology","200","CSC201","Computer Organization"
"Lagos State University","Information Technology","200","CSC205","Operating Systems"
"Lagos State University","Information Technology","200","CSC213","Data Structures"
"Lagos State University","Information Technology","200","ENT211","Entrepreneurship"
"Lagos State University","Information Technology","300","CSC301","Software Engineering"
"Lagos State University","Information Technology","300","CSC311","Database Management Systems"
"Lagos State University","Information Technology","300","CSC321","Computer Networks"
"Lagos State University","Information Technology","400","CSC401","IT Project Management"
"Lagos State University","Information Technology","400","CSC411","Information Security"
"Lagos State University","Information Technology","400","CSC499","Final Year Project"
"Lagos State University","Zoology","100","ZOO101","General Zoology"
"Lagos State University","Zoology","100","BIO101","General Biology I"
"Lagos State University","Zoology","100","CHM101","General Chemistry I"
"Lagos State University","Zoology","100","MAT101","Elementary Mathematics I"
"Lagos State University","Zoology","100","GST101","Use of English I"
"Lagos State University","Zoology","200","ZOO201","Invertebrate Zoology"
"Lagos State University","Zoology","200","ZOO203","Vertebrate Zoology"
"Lagos State University","Zoology","200","BIO201","Cell Biology"
"Lagos State University","Zoology","200","ENT211","Entrepreneurship"
"Lagos State University","Zoology","300","ZOO301","Animal Physiology"
"Lagos State University","Zoology","300","ZOO303","Entomology"
"Lagos State University","Zoology","300","ZOO399","SIWES"
"Lagos State University","Zoology","400","ZOO401","Applied Zoology"
"Lagos State University","Zoology","400","ZOO403","Wildlife Management"
"Lagos State University","Zoology","400","ZOO499","Research Project"
"Lagos State University","Entrepreneurship","100","ENT101","Introduction to Entrepreneurship"
"Lagos State University","Entrepreneurship","100","BUS101","Introduction to Business"
"Lagos State University","Entrepreneurship","100","GST101","Use of English I"
"Lagos State University","Entrepreneurship","200","ENT211","Entrepreneurship"
"Lagos State University","Entrepreneurship","200","BUS201","Principles of Management"
"Lagos State University","Entrepreneurship","200","ACC201","Financial Accounting I"
"Lagos State University","Entrepreneurship","300","ENT321","Entrepreneurship & Business Management"
"Lagos State University","Entrepreneurship","300","BUS301","Human Resource Management"
"Lagos State University","Entrepreneurship","400","ENT421","Investment Marketing & Management"
"Lagos State University","Entrepreneurship","400","BUS401","Strategic Management"
"Lagos State University","Entrepreneurship","400","ENT499","Research Project"
"University of Lagos","_general","100","GST102","Philosophy, Logic and Philosophy of Science"
"University of Lagos","_general","100","GST103","Nigerian Peoples and Culture"
"University of Lagos","_general","100","GST105","Use of English/Library"
"University of Lagos","_general","200","GST201","General African Studies"
"University of Lagos","_general","200","GST214","Basic Computer Studies"
"University of Lagos","_general","300","GST307","Entrepreneurship and Business Innovation Studies"
"University of Ibadan","_general","100","GES101","Use of English"
"University of Ibadan","_general","100","GES107","Reproductive Health: STIs and HIV"
"University of Ibadan","_general","100","GES108","Introduction to French"
"University of Ibadan","_general","200","GES201","Use of English II"
